"seed","sample_size","p","q","rank","sigma","signal","design","cov_scale","scaledgd_eta","scaledgd_maxit","scaledgd_tol","scaledgd_frob_tol","scaledgd_stop_rule","scaledgd_stop_window","scaledgd_ridge","scaledgd_backtrack","iter","converged","hit_maxit","init_objective","final_objective","objective_drop","final_rel_objective_change","window_rel_objective","window_rel_frob","init_truth_frob","init_rel_truth_frob","final_step_frob","final_rel_step_frob","final_truth_frob","final_rel_truth_frob","minimax_rate","final_over_minimax_rate","final_sq_over_minimax_sq","eta_last","backtrack_total","stop_streak","rank_1e8","rank_1e4","reference_maxit","reference_tol","reference_iter","reference_converged","reference_truth_frob","reference_rel_truth_frob","reference_over_minimax_rate","frob_diff_vs_reference","rel_frob_diff_vs_reference","objective_gap_vs_reference"
20260527,700,30,25,2,0.5,"6,4.4","kronecker",0.2,1,10000,3e-06,0.001,"window",100,1e-06,TRUE,1390,TRUE,FALSE,0.514253274722846,0.105846644647115,0.408406630075731,2.56999940334953e-06,2.99942885768764e-06,0.000216669009632904,14.7616639315334,1.98397992358858,0.00174759408140393,0.000200400478199848,3.15577866065182,0.424139279627409,0.198206241793023,15.921691628396,253.500264309737,1,0,1,2,2,10000,0,NA,NA,NA,NA,NA,NA,NA,NA
