"seed","sample_size","p","q","rank","sigma","signal","design","cov_scale","scaledgd_eta","scaledgd_maxit","scaledgd_tol","scaledgd_frob_tol","scaledgd_stop_rule","scaledgd_stop_window","scaledgd_ridge","scaledgd_backtrack","iter","converged","hit_maxit","init_objective","final_objective","objective_drop","final_rel_objective_change","window_rel_objective","window_rel_frob","init_truth_frob","init_rel_truth_frob","final_step_frob","final_rel_step_frob","final_truth_frob","final_rel_truth_frob","minimax_rate","final_over_minimax_rate","final_sq_over_minimax_sq","eta_last","backtrack_total","stop_streak","rank_1e8","rank_1e4","reference_maxit","reference_tol","reference_iter","reference_converged","reference_truth_frob","reference_rel_truth_frob","reference_over_minimax_rate","frob_diff_vs_reference","rel_frob_diff_vs_reference","objective_gap_vs_reference"
20260527,500,30,25,2,0.5,"6,4.4","kronecker",0.2,4,5000,3e-06,0.001,"window",100,1e-06,TRUE,1064,TRUE,FALSE,0.798843721496898,0.102245595790594,0.696598125706304,3.2228962034259e-06,2.98504817509471e-06,0.000536172359951655,20.7633098625192,2.79060613393925,0.00502587124033853,0.000530862067903616,3.96090706114418,0.532349207037801,0.234520787991171,16.8893644570787,285.250631764033,4,890,1,2,2,5000,0,NA,NA,NA,NA,NA,NA,NA,NA
