"seed","sample_size","p","q","rank","sigma","signal","design","cov_scale","scaledgd_eta","scaledgd_maxit","scaledgd_tol","scaledgd_frob_tol","scaledgd_stop_rule","scaledgd_stop_window","scaledgd_ridge","scaledgd_backtrack","iter","converged","hit_maxit","init_objective","final_objective","objective_drop","final_rel_objective_change","window_rel_objective","window_rel_frob","init_truth_frob","init_rel_truth_frob","final_step_frob","final_rel_step_frob","final_truth_frob","final_rel_truth_frob","minimax_rate","final_over_minimax_rate","final_sq_over_minimax_sq","eta_last","backtrack_total","stop_streak","rank_1e8","rank_1e4","reference_maxit","reference_tol","reference_iter","reference_converged","reference_truth_frob","reference_rel_truth_frob","reference_over_minimax_rate","frob_diff_vs_reference","rel_frob_diff_vs_reference","objective_gap_vs_reference"
20260527,500,30,25,2,0.5,"6,4.4","kronecker",0.2,0.5,1000,3e-06,0.001,"window",100,1e-06,TRUE,1000,FALSE,TRUE,0.798843721496898,0.173805406667018,0.62503831482988,0.000109515000314574,0.000121255302823256,0.000816348026807968,20.7633098625192,2.79060613393925,0.00834152756793257,0.000780148383823076,8.12731841084347,1.09231836156904,0.234520787991171,34.6550021448394,1200.96917365882,0.5,0,0,2,2,2000,0,2000,FALSE,4.99354240914782,0.671136257625689,21.2925363756487,5.07396624882225,0.68194528864225,0.057294047354137
