"seed","sample_size","p","q","rank","sigma","signal","design","cov_scale","scaledgd_eta","scaledgd_maxit","scaledgd_tol","scaledgd_frob_tol","scaledgd_stop_rule","scaledgd_stop_window","scaledgd_ridge","scaledgd_backtrack","iter","converged","hit_maxit","init_objective","final_objective","objective_drop","final_rel_objective_change","window_rel_objective","window_rel_frob","init_truth_frob","init_rel_truth_frob","final_step_frob","final_rel_step_frob","final_truth_frob","final_rel_truth_frob","minimax_rate","final_over_minimax_rate","final_sq_over_minimax_sq","eta_last","backtrack_total","stop_streak","rank_1e8","rank_1e4","reference_maxit","reference_tol","reference_iter","reference_converged","reference_truth_frob","reference_rel_truth_frob","reference_over_minimax_rate","frob_diff_vs_reference","rel_frob_diff_vs_reference","objective_gap_vs_reference"
20260527,500,30,25,2,0.5,"6,4.4","kronecker",0.2,0.5,5000,1e-05,0.001,"window",100,1e-06,TRUE,2413,TRUE,FALSE,0.798843721496898,0.11054042655551,0.688303294941388,9.28145644631148e-06,9.98710630545702e-06,0.000251034273198845,20.7633098625192,2.79060613393925,0.00229736539100209,0.000242156141609568,4.46777444137001,0.600472604979536,0.234520787991171,19.0506542283075,362.92742652653,0.5,0,1,2,2,5000,0,NA,NA,NA,NA,NA,NA,NA,NA
